### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.5
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=138
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 43
# Start time 	 End Time 	 Window length
20040101000023.000000	20040101000103.960000	40.96
20040101000103.970000	20040101000144.930000	40.96
20040101000144.940000	20040101000225.900000	40.96
20040101000225.910000	20040101000306.870000	40.96
20040101000306.880000	20040101000347.840000	40.96
20040101000347.850000	20040101000428.810000	40.96
20040101000428.820000	20040101000509.780000	40.96
20040101000509.790000	20040101000550.750000	40.96
20040101000550.760000	20040101000631.720000	40.96
20040101000631.730000	20040101000712.690000	40.96
20040101000712.700000	20040101000753.660000	40.96
20040101000753.670000	20040101000834.630000	40.96
20040101000834.640000	20040101000915.600000	40.96
20040101000915.610000	20040101000956.570000	40.96
20040101000956.580000	20040101001037.540000	40.96
20040101001037.550000	20040101001118.510000	40.96
20040101001118.520000	20040101001159.480000	40.96
20040101001159.490000	20040101001240.450000	40.96
20040101001240.460000	20040101001321.420000	40.96
20040101001321.430000	20040101001402.390000	40.96
20040101001402.400000	20040101001443.360000	40.96
20040101001443.370000	20040101001524.330000	40.96
20040101001524.340000	20040101001605.300000	40.96
20040101001605.310000	20040101001646.270000	40.96
20040101001646.280000	20040101001727.240000	40.96
20040101001727.250000	20040101001808.210000	40.96
20040101001808.220000	20040101001849.180000	40.96
20040101001849.190000	20040101001930.150000	40.96
20040101001930.160000	20040101002011.120000	40.96
20040101002011.130000	20040101002052.090000	40.96
20040101002052.100000	20040101002133.060000	40.96
20040101002133.070000	20040101002214.030000	40.96
20040101002214.040000	20040101002255.000000	40.96
20040101002255.010000	20040101002335.970000	40.96
20040101002335.980000	20040101002416.940000	40.96
20040101002416.950000	20040101002457.910000	40.96
20040101002457.920000	20040101002538.880000	40.96
20040101002538.890000	20040101002619.850000	40.96
20040101002619.860000	20040101002700.820000	40.96
20040101002700.830000	20040101002741.790000	40.96
20040101002741.800000	20040101002822.760000	40.96
20040101002822.770000	20040101002903.730000	40.96
20040101002903.740000	20040101002944.700000	40.96
### End Time Windows ###
