### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.5
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=138
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 41
# Start time 	 End Time 	 Window length
20040101001217.000000	20040101001257.960000	40.96
20040101001257.970000	20040101001338.930000	40.96
20040101001338.940000	20040101001419.900000	40.96
20040101001419.910000	20040101001500.870000	40.96
20040101001500.880000	20040101001541.840000	40.96
20040101001541.850000	20040101001622.810000	40.96
20040101001622.820000	20040101001703.780000	40.96
20040101001703.790000	20040101001744.750000	40.96
20040101001744.760000	20040101001825.720000	40.96
20040101001825.730000	20040101001906.690000	40.96
20040101001906.700000	20040101001947.660000	40.96
20040101001947.670000	20040101002028.630000	40.96
20040101002028.640000	20040101002109.600000	40.96
20040101002109.610000	20040101002150.570000	40.96
20040101002150.580000	20040101002231.540000	40.96
20040101002231.550000	20040101002312.510000	40.96
20040101002312.520000	20040101002353.480000	40.96
20040101002353.490000	20040101002434.450000	40.96
20040101002434.460000	20040101002515.420000	40.96
20040101002515.430000	20040101002556.390000	40.96
20040101002556.400000	20040101002637.360000	40.96
20040101002637.370000	20040101002718.330000	40.96
20040101002718.340000	20040101002759.300000	40.96
20040101002759.310000	20040101002840.270000	40.96
20040101002840.280000	20040101002921.240000	40.96
20040101002921.250000	20040101003002.210000	40.96
20040101003002.220000	20040101003043.180000	40.96
20040101003043.190000	20040101003124.150000	40.96
20040101003124.160000	20040101003205.120000	40.96
20040101003205.130000	20040101003246.090000	40.96
20040101003246.100000	20040101003327.060000	40.96
20040101003327.070000	20040101003408.030000	40.96
20040101003408.040000	20040101003449.000000	40.96
20040101003449.010000	20040101003529.970000	40.96
20040101003529.980000	20040101003610.940000	40.96
20040101003610.950000	20040101003651.910000	40.96
20040101003651.920000	20040101003732.880000	40.96
20040101003732.890000	20040101003813.850000	40.96
20040101003813.860000	20040101003854.820000	40.96
20040101003854.830000	20040101003935.790000	40.96
20040101003935.800000	20040101004016.760000	40.96
### End Time Windows ###
