### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.5
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=138
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 44
# Start time 	 End Time 	 Window length
20040101000007.000000	20040101000047.960000	40.96
20040101000047.970000	20040101000128.930000	40.96
20040101000128.940000	20040101000209.900000	40.96
20040101000209.910000	20040101000250.870000	40.96
20040101000250.880000	20040101000331.840000	40.96
20040101000331.850000	20040101000412.810000	40.96
20040101000412.820000	20040101000453.780000	40.96
20040101000453.790000	20040101000534.750000	40.96
20040101000534.760000	20040101000615.720000	40.96
20040101000615.730000	20040101000656.690000	40.96
20040101000656.700000	20040101000737.660000	40.96
20040101000737.670000	20040101000818.630000	40.96
20040101000818.640000	20040101000859.600000	40.96
20040101000859.610000	20040101000940.570000	40.96
20040101000940.580000	20040101001021.540000	40.96
20040101001021.550000	20040101001102.510000	40.96
20040101001102.520000	20040101001143.480000	40.96
20040101001143.490000	20040101001224.450000	40.96
20040101001224.460000	20040101001305.420000	40.96
20040101001305.430000	20040101001346.390000	40.96
20040101001346.400000	20040101001427.360000	40.96
20040101001427.370000	20040101001508.330000	40.96
20040101001508.340000	20040101001549.300000	40.96
20040101001549.310000	20040101001630.270000	40.96
20040101001630.280000	20040101001711.240000	40.96
20040101001711.250000	20040101001752.210000	40.96
20040101001752.220000	20040101001833.180000	40.96
20040101001833.190000	20040101001914.150000	40.96
20040101001914.160000	20040101001955.120000	40.96
20040101001955.130000	20040101002036.090000	40.96
20040101002036.100000	20040101002117.060000	40.96
20040101002117.070000	20040101002158.030000	40.96
20040101002158.040000	20040101002239.000000	40.96
20040101002239.010000	20040101002319.970000	40.96
20040101002319.980000	20040101002400.940000	40.96
20040101002400.950000	20040101002441.910000	40.96
20040101002441.920000	20040101002522.880000	40.96
20040101002522.890000	20040101002603.850000	40.96
20040101002603.860000	20040101002644.820000	40.96
20040101002644.830000	20040101002725.790000	40.96
20040101002725.800000	20040101002806.760000	40.96
20040101002806.770000	20040101002847.730000	40.96
20040101002847.740000	20040101002928.700000	40.96
20040101002928.710000	20040101003009.670000	40.96
### End Time Windows ###
