### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.1
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=203
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 42
# Start time 	 End Time 	 Window length
20040101000049.970000	20040101000130.930000	40.96
20040101000130.940000	20040101000211.900000	40.96
20040101000211.910000	20040101000252.870000	40.96
20040101000252.880000	20040101000333.840000	40.96
20040101000414.820000	20040101000455.780000	40.96
20040101000455.790000	20040101000536.750000	40.96
20040101000536.760000	20040101000617.720000	40.96
20040101000658.700000	20040101000739.660000	40.96
20040101000739.670000	20040101000820.630000	40.96
20040101000820.640000	20040101000901.600000	40.96
20040101000901.610000	20040101000942.570000	40.96
20040101000942.580000	20040101001023.540000	40.96
20040101001023.550000	20040101001104.510000	40.96
20040101001104.520000	20040101001145.480000	40.96
20040101001145.490000	20040101001226.450000	40.96
20040101001226.460000	20040101001307.420000	40.96
20040101001307.430000	20040101001348.390000	40.96
20040101001348.400000	20040101001429.360000	40.96
20040101001429.370000	20040101001510.330000	40.96
20040101001510.340000	20040101001551.300000	40.96
20040101001551.310000	20040101001632.270000	40.96
20040101001632.280000	20040101001713.240000	40.96
20040101001713.250000	20040101001754.210000	40.96
20040101001754.220000	20040101001835.180000	40.96
20040101001835.190000	20040101001916.150000	40.96
20040101001916.160000	20040101001957.120000	40.96
20040101001957.130000	20040101002038.090000	40.96
20040101002038.100000	20040101002119.060000	40.96
20040101002119.070000	20040101002200.030000	40.96
20040101002200.040000	20040101002241.000000	40.96
20040101002241.010000	20040101002321.970000	40.96
20040101002321.980000	20040101002402.940000	40.96
20040101002402.950000	20040101002443.910000	40.96
20040101002524.890000	20040101002605.850000	40.96
20040101002605.860000	20040101002646.820000	40.96
20040101002646.830000	20040101002727.790000	40.96
20040101002727.800000	20040101002808.760000	40.96
20040101002808.770000	20040101002849.730000	40.96
20040101002849.740000	20040101002930.700000	40.96
20040101002930.710000	20040101003011.670000	40.96
20040101003011.680000	20040101003052.640000	40.96
20040101003052.650000	20040101003133.610000	40.96
### End Time Windows ###
