### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.2
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=175
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 43
# Start time 	 End Time 	 Window length
20040101000013.000000	20040101000053.960000	40.96
20040101000053.970000	20040101000134.930000	40.96
20040101000134.940000	20040101000215.900000	40.96
20040101000215.910000	20040101000256.870000	40.96
20040101000256.880000	20040101000337.840000	40.96
20040101000337.850000	20040101000418.810000	40.96
20040101000418.820000	20040101000459.780000	40.96
20040101000459.790000	20040101000540.750000	40.96
20040101000540.760000	20040101000621.720000	40.96
20040101000621.730000	20040101000702.690000	40.96
20040101000702.700000	20040101000743.660000	40.96
20040101000743.670000	20040101000824.630000	40.96
20040101000824.640000	20040101000905.600000	40.96
20040101000905.610000	20040101000946.570000	40.96
20040101000946.580000	20040101001027.540000	40.96
20040101001027.550000	20040101001108.510000	40.96
20040101001108.520000	20040101001149.480000	40.96
20040101001149.490000	20040101001230.450000	40.96
20040101001230.460000	20040101001311.420000	40.96
20040101001311.430000	20040101001352.390000	40.96
20040101001352.400000	20040101001433.360000	40.96
20040101001433.370000	20040101001514.330000	40.96
20040101001514.340000	20040101001555.300000	40.96
20040101001555.310000	20040101001636.270000	40.96
20040101001636.280000	20040101001717.240000	40.96
20040101001717.250000	20040101001758.210000	40.96
20040101001758.220000	20040101001839.180000	40.96
20040101001839.190000	20040101001920.150000	40.96
20040101001920.160000	20040101002001.120000	40.96
20040101002001.130000	20040101002042.090000	40.96
20040101002042.100000	20040101002123.060000	40.96
20040101002123.070000	20040101002204.030000	40.96
20040101002204.040000	20040101002245.000000	40.96
20040101002245.010000	20040101002325.970000	40.96
20040101002325.980000	20040101002406.940000	40.96
20040101002406.950000	20040101002447.910000	40.96
20040101002447.920000	20040101002528.880000	40.96
20040101002528.890000	20040101002609.850000	40.96
20040101002609.860000	20040101002650.820000	40.96
20040101002650.830000	20040101002731.790000	40.96
20040101002731.800000	20040101002812.760000	40.96
20040101002812.770000	20040101002853.730000	40.96
20040101002853.740000	20040101002934.700000	40.96
### End Time Windows ###
