### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.1
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=203
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 41
# Start time 	 End Time 	 Window length
20040101000205.000000	20040101000245.960000	40.96
20040101000245.970000	20040101000326.930000	40.96
20040101000326.940000	20040101000407.900000	40.96
20040101000407.910000	20040101000448.870000	40.96
20040101000448.880000	20040101000529.840000	40.96
20040101000529.850000	20040101000610.810000	40.96
20040101000610.820000	20040101000651.780000	40.96
20040101000651.790000	20040101000732.750000	40.96
20040101000732.760000	20040101000813.720000	40.96
20040101000813.730000	20040101000854.690000	40.96
20040101000854.700000	20040101000935.660000	40.96
20040101000935.670000	20040101001016.630000	40.96
20040101001016.640000	20040101001057.600000	40.96
20040101001057.610000	20040101001138.570000	40.96
20040101001138.580000	20040101001219.540000	40.96
20040101001219.550000	20040101001300.510000	40.96
20040101001300.520000	20040101001341.480000	40.96
20040101001341.490000	20040101001422.450000	40.96
20040101001422.460000	20040101001503.420000	40.96
20040101001503.430000	20040101001544.390000	40.96
20040101001544.400000	20040101001625.360000	40.96
20040101001625.370000	20040101001706.330000	40.96
20040101001706.340000	20040101001747.300000	40.96
20040101001747.310000	20040101001828.270000	40.96
20040101001828.280000	20040101001909.240000	40.96
20040101001909.250000	20040101001950.210000	40.96
20040101001950.220000	20040101002031.180000	40.96
20040101002031.190000	20040101002112.150000	40.96
20040101002112.160000	20040101002153.120000	40.96
20040101002153.130000	20040101002234.090000	40.96
20040101002234.100000	20040101002315.060000	40.96
20040101002315.070000	20040101002356.030000	40.96
20040101002356.040000	20040101002437.000000	40.96
20040101002437.010000	20040101002517.970000	40.96
20040101002517.980000	20040101002558.940000	40.96
20040101002558.950000	20040101002639.910000	40.96
20040101002639.920000	20040101002720.880000	40.96
20040101002720.890000	20040101002801.850000	40.96
20040101002801.860000	20040101002842.820000	40.96
20040101002842.830000	20040101002923.790000	40.96
20040101002923.800000	20040101003004.760000	40.96
### End Time Windows ###
