### Parameters ###
SIGNAL FILE NAME=### temporary signal ###
# TYPEs:
#   - Signal: from the start or to the end of signal (TEXT are useless)
#   - Delta: a fixed duration counted from the start or the end (e.g. TEXT=1h).
#   - Pick: from or to a time pick (TEXT=time pick name).
#   - Absolute: from or to a fixed time (e.g. TEXT=3d5h6m45s)
FROM_TIME_TYPE=Signal
FROM_TIME_TEXT=0s
# TYPEs: Signal, Delta, Absolute
TO_TIME_TYPE=Signal
TO_TIME_TEXT=0s
REFERENCE=
# TYPEs: Exactly, AtLeast, FrequencyDependent
WINDOW_LENGTH_TYPE=Exactly
WINDOW_MIN_LENGTH(s)=40.96
WINDOW_MAX_LENGTH(s)=40.96
WINDOW_MAX_COUNT=0
WINDOW_POWER_OF_TWO (y/n)=n
BAD_SAMPLE_TOLERANCE (s)=0
BAD_SAMPLE_GAP (s)=0
WINDOW_OVERLAP (%)=0
# TYPEs: NoSampleThreshold, RelativeSampleThreshold, AbsoluteSampleThreshold
BAD_SAMPLE_THRESHOLD_TYPE=NoSampleThreshold
ANTI-TRIGGERING_ON_RAW_SIGNAL (y/n)=n
ANTI-TRIGGERING_ON_FILTERED_SIGNAL (y/n)=n
# Start a time window for each seismic event available inside the time range.
SEISMIC_EVENT_TRIGGER (y/n)=n
SEISMIC_EVENT_TDELAY (s)=-0.1
SMOOTHING TYPE=KonnoOmachi
SMOOTHING CONSTANT=30
WINDOW TYPE=Tuckey
WINDOW REVERSED=n
WINDOW ALPHA=0.1
MINIMUM FREQUENCY=0.5
MAXIMUM FREQUENCY=15
# Either 'log' or 'linear'
SAMPLING_TYPE FREQUENCY=Log
# Number of samples is either set to a fixed value ('Count') or through a step between samples ('Step')'
STEP_TYPE FREQUENCY=Step
SAMPLES_NUMBER FREQUENCY=138
# STEP=ratio between two successive samples for 'log' scales
# STEP=difference between two successive samples for 'linear' scales
STEP FREQUENCY=1.025
INVERSED FREQUENCY (y/n)=n
HIGH PASS FREQUENCY=0
HORIZONTAL COMPONENTS=Squared
HORIZONTAL AZIMUTH=0
### End Parameters ###
### Windowing Log ###
Automatic windowing
### End Windowing Log ###
### Time Windows ###
# Number= 44
# Start time 	 End Time 	 Window length
20040101000014.000000	20040101000054.960000	40.96
20040101000054.970000	20040101000135.930000	40.96
20040101000135.940000	20040101000216.900000	40.96
20040101000216.910000	20040101000257.870000	40.96
20040101000257.880000	20040101000338.840000	40.96
20040101000338.850000	20040101000419.810000	40.96
20040101000419.820000	20040101000500.780000	40.96
20040101000500.790000	20040101000541.750000	40.96
20040101000541.760000	20040101000622.720000	40.96
20040101000622.730000	20040101000703.690000	40.96
20040101000703.700000	20040101000744.660000	40.96
20040101000744.670000	20040101000825.630000	40.96
20040101000825.640000	20040101000906.600000	40.96
20040101000906.610000	20040101000947.570000	40.96
20040101000947.580000	20040101001028.540000	40.96
20040101001028.550000	20040101001109.510000	40.96
20040101001109.520000	20040101001150.480000	40.96
20040101001150.490000	20040101001231.450000	40.96
20040101001231.460000	20040101001312.420000	40.96
20040101001312.430000	20040101001353.390000	40.96
20040101001353.400000	20040101001434.360000	40.96
20040101001434.370000	20040101001515.330000	40.96
20040101001515.340000	20040101001556.300000	40.96
20040101001556.310000	20040101001637.270000	40.96
20040101001637.280000	20040101001718.240000	40.96
20040101001718.250000	20040101001759.210000	40.96
20040101001759.220000	20040101001840.180000	40.96
20040101001840.190000	20040101001921.150000	40.96
20040101001921.160000	20040101002002.120000	40.96
20040101002002.130000	20040101002043.090000	40.96
20040101002043.100000	20040101002124.060000	40.96
20040101002124.070000	20040101002205.030000	40.96
20040101002205.040000	20040101002246.000000	40.96
20040101002246.010000	20040101002326.970000	40.96
20040101002326.980000	20040101002407.940000	40.96
20040101002407.950000	20040101002448.910000	40.96
20040101002448.920000	20040101002529.880000	40.96
20040101002529.890000	20040101002610.850000	40.96
20040101002610.860000	20040101002651.820000	40.96
20040101002651.830000	20040101002732.790000	40.96
20040101002732.800000	20040101002813.760000	40.96
20040101002813.770000	20040101002854.730000	40.96
20040101002854.740000	20040101002935.700000	40.96
20040101002935.710000	20040101003016.670000	40.96
### End Time Windows ###
